culture,concept,emotion,count,bucket
zh,head covering,amusement,1,1-4
zh,head coverings,sadness,1,1-4
zh,head of a woman looking up,contentment,1,1-4
zh,head wound,fear,1,1-4
zh,head wrap,amusement,1,1-4
zh,headband,amusement,1,1-4
zh,headband,awe,1,1-4
zh,headband,something else,1,1-4
zh,headband with flower ornament,contentment,1,1-4
zh,headbands,contentment,1,1-4
zh,headdress,sadness,1,1-4
zh,headdresses,awe,1,1-4
zh,headdresses,disgust,1,1-4
zh,headland,awe,1,1-4
zh,headland,contentment,1,1-4
zh,headless body,fear,1,1-4
zh,headpiece,amusement,1,1-4
zh,headpiece,disgust,1,1-4
zh,headscarf,disgust,1,1-4
zh,headscarf,excitement,1,1-4
zh,headscarf,something else,1,1-4
zh,headscarves,sadness,1,1-4
zh,headwear,amusement,1,1-4
zh,headwear,fear,1,1-4
zh,heart beauty mark,amusement,1,1-4
zh,heart motifs,contentment,1,1-4
zh,heart patterns,amusement,1,1-4
zh,heart pendant,contentment,1,1-4
zh,heart shape,contentment,1,1-4
zh,heart shape,fear,1,1-4
zh,heart-shaped locket,contentment,1,1-4
zh,hearth fire,contentment,1,1-4
zh,hearth fire,sadness,1,1-4
zh,hearth scene,contentment,1,1-4
zh,hearth scene,sadness,1,1-4
zh,hearthside,contentment,1,1-4
zh,hearthside,fear,1,1-4
zh,heavenly and earthly setting,contentment,1,1-4
zh,heavenly apparition,sadness,1,1-4
zh,heavenly ascension,awe,1,1-4
zh,heavenly assembly,contentment,1,1-4
zh,heavenly clouds,awe,1,1-4
zh,heavenly clouds,contentment,1,1-4
zh,heavenly clouds above,contentment,1,1-4
zh,heavenly setting,awe,1,1-4
zh,heavenly sky setting,contentment,1,1-4
zh,heavenly vision,contentment,1,1-4
zh,heavenly vision,fear,1,1-4
zh,heavy brushstrokes,contentment,1,1-4
zh,heavy brushstrokes,fear,1,1-4
zh,heavy brushwork,disgust,1,1-4
zh,heavy coat,sadness,1,1-4
zh,heavy impasto,disgust,1,1-4
zh,heavy impasto,sadness,1,1-4
zh,heavy ink outlines,fear,1,1-4
zh,heavy linework,sadness,1,1-4
zh,heavy outlines,sadness,1,1-4
zh,heavy paint application,disgust,1,1-4
zh,heavy palette knife texture,disgust,1,1-4
zh,heavy shading,sadness,1,1-4
zh,heavy texture,fear,1,1-4
zh,hebrew letters,contentment,1,1-4
zh,hebrew script,fear,1,1-4
zh,hebrew-like script,contentment,1,1-4
zh,heeled shoe,sadness,1,1-4
zh,heeled shoes with bows,contentment,1,1-4
zh,heels,amusement,1,1-4
zh,helmet,awe,1,1-4
zh,helmet on the ground,disgust,1,1-4
zh,helmet with feathers,amusement,1,1-4
zh,helmet with feathers,contentment,1,1-4
zh,helmet with plume,fear,1,1-4
zh,helmeted figures,awe,1,1-4
zh,helmets,awe,1,1-4
zh,hemispheres,contentment,1,1-4
zh,hemp leaf pattern,contentment,1,1-4
zh,hemp-fiber texture strokes,fear,1,1-4
zh,heraldic banner with fleur-de-lis,excitement,1,1-4
zh,heraldic banners,contentment,1,1-4
zh,heraldic banners,fear,1,1-4
zh,heraldic collar,contentment,1,1-4
zh,heraldic crest,awe,1,1-4
zh,heraldic crest,contentment,1,1-4
zh,heraldic crest on helmet,contentment,1,1-4
zh,heraldic crosses,fear,1,1-4
zh,heraldic eagles,contentment,1,1-4
zh,heraldic flag,contentment,1,1-4
zh,heraldic flags,contentment,1,1-4
zh,heraldic flags,fear,1,1-4
zh,heraldic lion,contentment,1,1-4
zh,heraldic patterns,contentment,1,1-4
zh,heraldic shield,fear,1,1-4
zh,heraldic shield,sadness,1,1-4
zh,heraldic sign,amusement,1,1-4
zh,heraldic stained glass,contentment,1,1-4
zh,herbs,contentment,1,1-4
zh,herders,disgust,1,1-4
zh,herdsman,contentment,1,1-4
zh,hermitage,something else,1,1-4
zh,hermitage setting,disgust,1,1-4
zh,heroic combat motif,disgust,1,1-4
zh,heron,contentment,1,1-4
zh,heron,sadness,1,1-4
zh,heron motif,disgust,1,1-4
zh,herringbone brick pattern,amusement,1,1-4
zh,herringbone brick pattern,contentment,1,1-4
zh,herringbone pattern,fear,1,1-4
zh,hexagon pattern,contentment,1,1-4
zh,hexagonal composition,sadness,1,1-4
zh,hexagonal frame,sadness,1,1-4
zh,hexagonal platform,fear,1,1-4
zh,hibiscus flower,contentment,1,1-4
zh,hibiscus flower,disgust,1,1-4
zh,hierarchical composition,contentment,1,1-4
zh,hieratic composition,contentment,1,1-4
zh,hieratic scale,amusement,1,1-4
zh,hieratic scale,something else,1,1-4
zh,hieroglyphic carvings,awe,1,1-4
zh,hieroglyphs,awe,1,1-4
zh,high altitude overlook,contentment,1,1-4
zh,high altitude overlook,sadness,1,1-4
zh,high altitude pass,contentment,1,1-4
zh,high altitude ridge,awe,1,1-4
zh,high altitude setting,contentment,1,1-4
zh,high altitude setting,sadness,1,1-4
zh,high altitude settlement,awe,1,1-4
zh,high altitude terrain,contentment,1,1-4
zh,high collar,fear,1,1-4
zh,high contrast,anger,1,1-4
zh,high contrast,excitement,1,1-4
zh,high contrast foreground and background,fear,1,1-4
zh,high contrast lighting,amusement,1,1-4
zh,high contrast lighting,sadness,1,1-4
zh,high contrast shading,contentment,1,1-4
zh,high detail,fear,1,1-4
zh,high distance composition,fear,1,1-4
zh,high distance perspective,awe,1,1-4
zh,high heel shoe,amusement,1,1-4
zh,high heels,contentment,1,1-4
zh,high horizon line,something else,1,1-4
zh,high relief,awe,1,1-4
zh,high relief,contentment,1,1-4
zh,high relief carving,contentment,1,1-4
zh,high relief sculpture,something else,1,1-4
zh,high vantage point,contentment,1,1-4
zh,high viewpoint,awe,1,1-4
zh,high viewpoint,disgust,1,1-4
zh,high wall,fear,1,1-4
zh,high walls,contentment,1,1-4
zh,high-altitude fortress,awe,1,1-4
zh,high-altitude perspective,contentment,1,1-4
zh,high-altitude settlement,awe,1,1-4
zh,high-altitude view,contentment,1,1-4
zh,high-angle perspective,amusement,1,1-4
zh,high-angle perspective,sadness,1,1-4
zh,high-angle view,disgust,1,1-4
zh,high-angle view,excitement,1,1-4
zh,high-backed chair,disgust,1,1-4
zh,high-backed chairs,contentment,1,1-4
zh,high-backed wooden chair,fear,1,1-4
zh,high-collared blouse,contentment,1,1-4
zh,high-collared coat,sadness,1,1-4
zh,high-collared garment,contentment,1,1-4
zh,high-collared jacket,contentment,1,1-4
zh,high-collared waistcoat,contentment,1,1-4
zh,high-collared white shirt,contentment,1,1-4
zh,high-contrast,amusement,1,1-4
zh,high-contrast chiaroscuro,contentment,1,1-4
zh,high-contrast color palette,awe,1,1-4
zh,high-contrast colors,excitement,1,1-4
zh,high-contrast foreground,contentment,1,1-4
zh,high-contrast foreground and background,contentment,1,1-4
zh,high-contrast graphic style,contentment,1,1-4
zh,high-contrast light and shadow,excitement,1,1-4
zh,high-contrast lighting,disgust,1,1-4
zh,high-contrast lighting,sadness,1,1-4
zh,high-contrast outlines,contentment,1,1-4
zh,high-contrast photography,fear,1,1-4
zh,high-contrast reflections,contentment,1,1-4
zh,high-contrast shading,contentment,1,1-4
zh,high-contrast shading,sadness,1,1-4
zh,high-contrast shadows,fear,1,1-4
zh,high-density composition,contentment,1,1-4
zh,high-heeled shoes,contentment,1,1-4
zh,high-horizon composition,contentment,1,1-4
zh,high-relief sculpture,contentment,1,1-4
zh,highland setting,contentment,1,1-4
zh,highland terrain,contentment,1,1-4
zh,highland valley,contentment,1,1-4
zh,highland valley,fear,1,1-4
zh,highly detailed brushwork,awe,1,1-4
zh,highly detailed drapery,fear,1,1-4
zh,highly detailed line work,contentment,1,1-4
zh,highway at night,contentment,1,1-4
zh,hill country landscape,contentment,1,1-4
zh,hill silhouette,fear,1,1-4
zh,hills under a cloudy sky,contentment,1,1-4
zh,hillside,awe,1,1-4
zh,hillside campsite,contentment,1,1-4
zh,hillside city,contentment,1,1-4
zh,hillside city,fear,1,1-4
zh,hillside estate,contentment,1,1-4
zh,hillside farm,contentment,1,1-4
zh,hillside gathering,contentment,1,1-4
zh,hillside landscape,sadness,1,1-4
zh,hillside overlook,fear,1,1-4
zh,hillside overlooking a city,contentment,1,1-4
zh,hillside path,sadness,1,1-4
zh,hillside scene,contentment,1,1-4
zh,hillside scene,sadness,1,1-4
zh,hillside setting,sadness,1,1-4
zh,hillside village,awe,1,1-4
zh,hillside village,sadness,1,1-4
zh,hillsides,awe,1,1-4
zh,hillsides,contentment,1,1-4
zh,hillsides,fear,1,1-4
zh,hilltop landscape,contentment,1,1-4
zh,hilltop structures,contentment,1,1-4
zh,hilly coastline,contentment,1,1-4
zh,hilly countryside,contentment,1,1-4
zh,hilly countryside,fear,1,1-4
zh,hilly countryside,sadness,1,1-4
zh,hilly landscape,fear,1,1-4
zh,hilly landscape,something else,1,1-4
zh,hilly landscape background,contentment,1,1-4
zh,hilly terrain,amusement,1,1-4
zh,hilly terrain,fear,1,1-4
zh,hilly town,contentment,1,1-4
zh,himalayan landscape,contentment,1,1-4
zh,himalayan setting,awe,1,1-4
zh,hint of orange horizon,fear,1,1-4
zh,hint of red,sadness,1,1-4
zh,hints of blue sky,contentment,1,1-4
zh,hints of light brown,contentment,1,1-4
zh,hints of light brown,disgust,1,1-4
zh,hints of orange,disgust,1,1-4
zh,hints of pink and yellow,contentment,1,1-4
zh,hints of purple,contentment,1,1-4
zh,hints of red,fear,1,1-4
zh,hints of red and orange,contentment,1,1-4
zh,hints of red and yellow,contentment,1,1-4
zh,hints of red ink,disgust,1,1-4
zh,hints of red on tree leaves,contentment,1,1-4
zh,hints of reddish-brown,disgust,1,1-4
zh,hiragana characters,contentment,1,1-4
zh,historiated initial,awe,1,1-4
zh,historic building,contentment,1,1-4
zh,historic city scene,awe,1,1-4
zh,historic city square,awe,1,1-4
zh,historic city street,contentment,1,1-4
zh,historic city waterway,contentment,1,1-4
zh,historic gallery,fear,1,1-4
zh,historic interior,contentment,1,1-4
zh,historic palace courtyard,contentment,1,1-4
zh,historic settlement,contentment,1,1-4
zh,historic site,awe,1,1-4
zh,historic site,contentment,1,1-4
zh,historic town,contentment,1,1-4
zh,historic town view,contentment,1,1-4
zh,historical battle,disgust,1,1-4
zh,historical battles,contentment,1,1-4
zh,historical city street,contentment,1,1-4
zh,historical city street,sadness,1,1-4
zh,historical city view,contentment,1,1-4
zh,historical combat,fear,1,1-4
zh,historical costume,contentment,1,1-4
zh,historical costumes,contentment,1,1-4
zh,historical european city,awe,1,1-4
zh,historical event illustration,fear,1,1-4
zh,historical fortification,contentment,1,1-4
zh,historical fortress,sadness,1,1-4
zh,historical garments,contentment,1,1-4
zh,historical gathering,fear,1,1-4
zh,historical gathering,sadness,1,1-4
zh,historical japanese setting,fear,1,1-4
zh,historical landscape,awe,1,1-4
zh,historical landscape,fear,1,1-4
zh,historical meeting,contentment,1,1-4
zh,historical military scene,anger,1,1-4
zh,historical monument interior,sadness,1,1-4
zh,historical procession,contentment,1,1-4
zh,historical room,contentment,1,1-4
zh,historical ruins site,contentment,1,1-4
zh,historical russian estate,contentment,1,1-4
zh,historical setting,disgust,1,1-4
zh,historical setting,sadness,1,1-4
zh,historical settlement,contentment,1,1-4
zh,historical site,contentment,1,1-4
zh,historical site,sadness,1,1-4
zh,historical street scene,contentment,1,1-4
zh,historical town,contentment,1,1-4
zh,historical town square,contentment,1,1-4
zh,historical town square,sadness,1,1-4
zh,historical townscape,contentment,1,1-4
zh,historical urban landscape,contentment,1,1-4
zh,historical urban scene,contentment,1,1-4
zh,hoe,contentment,1,1-4
zh,holi celebration,contentment,1,1-4
zh,hollow tree trunk,contentment,1,1-4
zh,hollyhock,amusement,1,1-4
zh,hollyhock,contentment,1,1-4
zh,home interior,contentment,1,1-4
zh,home setting,contentment,1,1-4
zh,hood,fear,1,1-4
zh,hood,sadness,1,1-4
zh,hooded cloak,sadness,1,1-4
zh,hooded figure,contentment,1,1-4
zh,hooded figure,sadness,1,1-4
zh,hooded robe,contentment,1,1-4
zh,hoods,contentment,1,1-4
zh,hoods,fear,1,1-4
zh,hookah,amusement,1,1-4
zh,hookah,fear,1,1-4
zh,hooks,contentment,1,1-4
zh,hoop toy,contentment,1,1-4
zh,hooves,fear,1,1-4
zh,hooves,sadness,1,1-4
zh,horizon,awe,1,1-4
zh,horizon,fear,1,1-4
zh,horizon line,fear,1,1-4
zh,horizon line,sadness,1,1-4
zh,horizontal atmospheric perspective,contentment,1,1-4
zh,horizontal band,contentment,1,1-4
zh,horizontal band,disgust,1,1-4
zh,horizontal band composition,disgust,1,1-4
zh,horizontal bands,disgust,1,1-4
zh,horizontal bands,sadness,1,1-4
zh,horizontal brushstrokes,contentment,1,1-4
zh,horizontal brushstrokes,disgust,1,1-4
zh,horizontal cloud patterns,contentment,1,1-4
zh,horizontal composition,excitement,1,1-4
zh,horizontal composition with vertical mast,contentment,1,1-4
zh,horizontal dividing line,disgust,1,1-4
zh,horizontal division of sky and sea,contentment,1,1-4
zh,horizontal figure placement,amusement,1,1-4
zh,horizontal foreground focus,sadness,1,1-4
zh,horizontal format,contentment,1,1-4
zh,horizontal handscroll format,amusement,1,1-4
zh,horizontal handscroll format,something else,1,1-4
zh,horizontal landscape format,contentment,1,1-4
zh,horizontal layering,fear,1,1-4
zh,horizontal layout,awe,1,1-4
zh,horizontal layout,something else,1,1-4
zh,horizontal line,contentment,1,1-4
zh,horizontal lined background,fear,1,1-4
zh,horizontal lines,disgust,1,1-4
zh,horizontal movement,contentment,1,1-4
zh,horizontal narrative composition,something else,1,1-4
zh,horizontal narrative layout,disgust,1,1-4
zh,horizontal narrative layout,something else,1,1-4
zh,horizontal panoramic composition,contentment,1,1-4
zh,horizontal registers,awe,1,1-4
zh,horizontal scroll,disgust,1,1-4
zh,horizontal scroll composition,disgust,1,1-4
zh,horizontal scroll format,fear,1,1-4
zh,horizontal scroll format,something else,1,1-4
zh,horizontal seam,sadness,1,1-4
zh,horizontal split composition,disgust,1,1-4
zh,horizontal stripes,fear,1,1-4
zh,horizontal strokes,contentment,1,1-4
zh,horizontal water ripples,contentment,1,1-4
zh,horizontal water surface,something else,1,1-4
zh,horizontal white bands,disgust,1,1-4
zh,horn,amusement,1,1-4
zh,horn,awe,1,1-4
zh,horn instrument,amusement,1,1-4
zh,horn instrument,contentment,1,1-4
zh,horn-like projections,fear,1,1-4
zh,horn-like shapes,disgust,1,1-4
zh,horned animal,contentment,1,1-4
zh,horned beast,disgust,1,1-4
zh,horned demon mask,disgust,1,1-4
zh,horned figure,fear,1,1-4
zh,horned figure,sadness,1,1-4
zh,horned figures,fear,1,1-4
zh,horned helmet,fear,1,1-4
zh,horned man,contentment,1,1-4
zh,horned red monster,fear,1,1-4
zh,horns,sadness,1,1-4
zh,horse,amusement,1,1-4
zh,horse,excitement,1,1-4
zh,horse,something else,1,1-4
zh,horse and rider,contentment,1,1-4
zh,horse and rider silhouette,fear,1,1-4
zh,horse carriage,contentment,1,1-4
zh,horse carriage outside,contentment,1,1-4
zh,horse carriage wheel,contentment,1,1-4
zh,horse eye,sadness,1,1-4
zh,horse head,fear,1,1-4
zh,horse mane,sadness,1,1-4
zh,horse muzzle,sadness,1,1-4
zh,horse riders,contentment,1,1-4
zh,horse tack,fear,1,1-4
zh,horse with saddle,contentment,1,1-4
zh,horse-drawn carriage,disgust,1,1-4
zh,horse-drawn carts,contentment,1,1-4
zh,horse-drawn sled,contentment,1,1-4
zh,horse-drawn sleigh,contentment,1,1-4
zh,horse-drawn sleighs,contentment,1,1-4
zh,horse-like figure,fear,1,1-4
zh,horseback riders,contentment,1,1-4
zh,horseman,awe,1,1-4
zh,horseman,disgust,1,1-4
zh,horsemen,awe,1,1-4
zh,horsemen,contentment,1,1-4
zh,horsemen,fear,1,1-4
zh,horses,amusement,1,1-4
zh,horses,excitement,1,1-4
zh,horses,something else,1,1-4
zh,horseshoe,contentment,1,1-4
zh,hospital interior,fear,1,1-4
zh,hospital ward,contentment,1,1-4
zh,hot air balloon,contentment,1,1-4
zh,hot air balloons,contentment,1,1-4
zh,hot pink,contentment,1,1-4
zh,hotel room,contentment,1,1-4
zh,hourglass,contentment,1,1-4
zh,house,excitement,1,1-4
zh,house,fear,1,1-4
zh,house,sadness,1,1-4
zh,house,something else,1,1-4
zh,house porch,contentment,1,1-4
zh,houseboats,contentment,1,1-4
zh,houses,amusement,1,1-4
zh,howdahs,disgust,1,1-4
zh,howdahs,fear,1,1-4
zh,hudson river school style,contentment,1,1-4
zh,human arm,fear,1,1-4
zh,human arms,contentment,1,1-4
zh,human bodies,contentment,1,1-4
zh,human body,disgust,1,1-4
zh,human eyes,fear,1,1-4
zh,human face,awe,1,1-4
zh,human face,sadness,1,1-4
zh,human face profile,fear,1,1-4
zh,human faces,awe,1,1-4
zh,human faces,fear,1,1-4
zh,human figure,amusement,1,1-4
zh,human hands,contentment,1,1-4
zh,human head,contentment,1,1-4
zh,human heads,fear,1,1-4
zh,human silhouette,fear,1,1-4
zh,human skull,sadness,1,1-4
zh,human torso,contentment,1,1-4
zh,human-like figure,fear,1,1-4
zh,humanoid figures,fear,1,1-4
zh,hummingbirds,contentment,1,1-4
zh,hunchbacked figures,contentment,1,1-4
zh,hunter,sadness,1,1-4
zh,hunters,contentment,1,1-4
zh,hunters,disgust,1,1-4
zh,hunting bow,contentment,1,1-4
zh,hunting party rest,contentment,1,1-4
zh,hunting pouch,amusement,1,1-4
zh,hunting scene,sadness,1,1-4
zh,hut,sadness,1,1-4
zh,hut,something else,1,1-4
zh,huts,contentment,1,1-4
zh,hybrid creature,fear,1,1-4
zh,hybrid creatures,fear,1,1-4
zh,ice blue,fear,1,1-4
zh,ice floes,fear,1,1-4
zh,ice skaters,contentment,1,1-4
zh,ice slides,contentment,1,1-4
zh,ice throne,contentment,1,1-4
zh,icebergs,fear,1,1-4
zh,icon of virgin and child,contentment,1,1-4
zh,iconographic depiction,fear,1,1-4
zh,iconographic portrait,awe,1,1-4
zh,iconostasis,contentment,1,1-4
zh,icons,contentment,1,1-4
zh,icons,fear,1,1-4
zh,idyllic landscape,contentment,1,1-4
zh,illuminated building,contentment,1,1-4
zh,illuminated facade,contentment,1,1-4
zh,illuminated foreground,contentment,1,1-4
zh,illuminated headpiece,contentment,1,1-4
zh,illuminated manuscript,awe,1,1-4
zh,illuminated manuscript,disgust,1,1-4
zh,illuminated manuscript,sadness,1,1-4
zh,illuminated manuscript border,disgust,1,1-4
zh,illuminated manuscript borders,contentment,1,1-4
zh,illuminated manuscript layout,contentment,1,1-4
zh,illuminated windows,fear,1,1-4
zh,illustrated border,contentment,1,1-4
zh,illustrated manual,disgust,1,1-4
zh,illustrated scroll,fear,1,1-4
zh,illustration,amusement,1,1-4
zh,illustrations,amusement,1,1-4
zh,illustrative,contentment,1,1-4
zh,illustrative brushwork,contentment,1,1-4
zh,illustrative painting,contentment,1,1-4
zh,illustrative style,amusement,1,1-4
zh,illustrative style,something else,1,1-4
zh,immortals,contentment,1,1-4
zh,impasto,excitement,1,1-4
zh,impasto brushstrokes,awe,1,1-4
zh,impasto brushstrokes,sadness,1,1-4
zh,impasto brushwork,amusement,1,1-4
zh,impasto effect,fear,1,1-4
zh,impasto highlights,disgust,1,1-4
zh,impasto highlights,fear,1,1-4
zh,impasto highlights on armor,contentment,1,1-4
zh,impasto technique,amusement,1,1-4
zh,impasto texture,awe,1,1-4
zh,impasto texture,something else,1,1-4
zh,impasto textures,disgust,1,1-4
zh,impasto textures,fear,1,1-4
zh,impasto-like pastel layers,contentment,1,1-4
zh,impasto-like strokes,fear,1,1-4
zh,impasto-like strokes,sadness,1,1-4
zh,impasto-like textures,sadness,1,1-4
zh,impasto-like watercolor washes,excitement,1,1-4
zh,imperial garden,contentment,1,1-4
zh,imperial robes,contentment,1,1-4
zh,imperial seal marks,amusement,1,1-4
zh,imperial seal stamp,contentment,1,1-4
zh,imperial seal stamp,disgust,1,1-4
zh,imperial seal stamps,contentment,1,1-4
zh,imperial seals,disgust,1,1-4
zh,impressionism,something else,1,1-4
zh,impressionist brushwork,disgust,1,1-4
zh,impressionist brushwork,excitement,1,1-4
zh,impressionist brushwork,something else,1,1-4
zh,impressionist lighting,contentment,1,1-4
zh,impressionistic brushstrokes,awe,1,1-4
zh,impressionistic brushstrokes,excitement,1,1-4
zh,impressionistic brushstrokes,sadness,1,1-4
zh,impressionistic brushwork,something else,1,1-4
zh,impressionistic color palette,excitement,1,1-4
zh,impressionistic composition,contentment,1,1-4
zh,impressionistic details,contentment,1,1-4
zh,impressionistic lighting,awe,1,1-4
zh,impressionistic rendering,contentment,1,1-4
zh,impressionistic style,awe,1,1-4
zh,impressionistic style,fear,1,1-4
zh,impressionistic texture,contentment,1,1-4
zh,imprinted face,fear,1,1-4
zh,imprinted face on cloth,fear,1,1-4
zh,incised drawing,disgust,1,1-4
zh,incised halo,contentment,1,1-4
zh,incised lines,disgust,1,1-4
zh,indian miniature painting style,awe,1,1-4
zh,indigenous attire,fear,1,1-4
zh,indigenous carving motifs,fear,1,1-4
zh,indigo,amusement,1,1-4
zh,indigo,awe,1,1-4
zh,indigo,excitement,1,1-4
zh,indigo blue,amusement,1,1-4
zh,indigo blue,sadness,1,1-4
zh,indoor background,sadness,1,1-4
zh,indoor banquet hall,fear,1,1-4
zh,indoor bath,disgust,1,1-4
zh,indoor bedroom setting,contentment,1,1-4
zh,indoor ceiling,contentment,1,1-4
zh,indoor ceremonial setting,contentment,1,1-4
zh,indoor courtly settings,disgust,1,1-4
zh,indoor dance,excitement,1,1-4
zh,indoor dance hall,amusement,1,1-4
zh,indoor dining,contentment,1,1-4
zh,indoor dining hall,awe,1,1-4
zh,indoor dining hall,contentment,1,1-4
zh,indoor dining room,contentment,1,1-4
zh,indoor dining scene,contentment,1,1-4
zh,indoor dining setting,contentment,1,1-4
zh,indoor display,awe,1,1-4
zh,indoor display,disgust,1,1-4
zh,indoor domestic setting,contentment,1,1-4
zh,indoor exhibition space,contentment,1,1-4
zh,indoor gathering,awe,1,1-4
zh,indoor gathering,disgust,1,1-4
zh,indoor gathering,sadness,1,1-4
zh,indoor hall,awe,1,1-4
zh,indoor hall,fear,1,1-4
zh,indoor hearth scene,contentment,1,1-4
zh,indoor lighting,contentment,1,1-4
zh,indoor looking out,contentment,1,1-4
zh,indoor market,contentment,1,1-4
zh,indoor meeting room,contentment,1,1-4
zh,indoor or ceremonial setting,disgust,1,1-4
zh,indoor or courtyard setting,contentment,1,1-4
zh,indoor or garden setting,contentment,1,1-4
zh,indoor or garden setting,fear,1,1-4
zh,indoor or neutral background,contentment,1,1-4
zh,indoor or neutral background,disgust,1,1-4
zh,indoor or neutral background setting,sadness,1,1-4
zh,indoor or outdoor abstract background,fear,1,1-4
zh,indoor or outdoor balcony setting,contentment,1,1-4
zh,indoor or outdoor ground setting,fear,1,1-4
zh,indoor or outdoor night setting,amusement,1,1-4
zh,indoor or outdoor plain background,contentment,1,1-4
zh,indoor or outdoor setting with neutral background,disgust,1,1-4
zh,indoor or outdoor void,fear,1,1-4
zh,indoor or outdoor void background,contentment,1,1-4
zh,indoor or void setting,contentment,1,1-4
zh,indoor parlor,contentment,1,1-4
zh,indoor parlor,excitement,1,1-4
zh,indoor party,excitement,1,1-4
zh,indoor performance,amusement,1,1-4
zh,indoor performance,contentment,1,1-4
zh,indoor performance space,amusement,1,1-4
zh,indoor pool or fountain,awe,1,1-4
zh,indoor portico,contentment,1,1-4
zh,indoor portrait,excitement,1,1-4
zh,indoor portrait setting,amusement,1,1-4
zh,indoor portrait setting,fear,1,1-4
zh,indoor public space,awe,1,1-4
zh,indoor room,amusement,1,1-4
zh,indoor rustic setting,contentment,1,1-4
zh,indoor salon,contentment,1,1-4
zh,indoor scene,sadness,1,1-4
zh,indoor scholar s studio,contentment,1,1-4
zh,indoor setting implied,fear,1,1-4
zh,indoor setting with foliage background,contentment,1,1-4
zh,indoor setting with painted screen,awe,1,1-4
zh,indoor setting with window view,sadness,1,1-4
zh,indoor shop setting,contentment,1,1-4
zh,indoor staircase,sadness,1,1-4
zh,indoor still life,disgust,1,1-4
zh,indoor still life,sadness,1,1-4
zh,indoor stone interior,contentment,1,1-4
zh,indoor study,contentment,1,1-4
zh,indoor tabletop,contentment,1,1-4
zh,indoor temple setting,contentment,1,1-4
zh,indoor wall,disgust,1,1-4
zh,indoor wall painting,awe,1,1-4
zh,indoor workshop,contentment,1,1-4
zh,indoor-outdoor architectural setting,fear,1,1-4
zh,indoor-outdoor space,contentment,1,1-4
zh,indoor-outdoor transition,amusement,1,1-4
zh,indoor-outdoor transition,disgust,1,1-4
zh,industrial building,fear,1,1-4
zh,industrial buildings,contentment,1,1-4
zh,industrial city scene,sadness,1,1-4
zh,industrial cityscape,contentment,1,1-4
zh,industrial landscape,disgust,1,1-4
zh,industrial landscape,fear,1,1-4
zh,industrial or mill site,contentment,1,1-4
zh,industrial outskirts,contentment,1,1-4
zh,industrial port,contentment,1,1-4
zh,industrial quay,contentment,1,1-4
zh,industrial riverfront,contentment,1,1-4
zh,industrial setting,sadness,1,1-4
zh,industrial site,sadness,1,1-4
zh,industrial structure,sadness,1,1-4
zh,industrial town,contentment,1,1-4
zh,industrial yard,sadness,1,1-4
zh,infant,fear,1,1-4
zh,infant,sadness,1,1-4
zh,infant holding a small wooden cross,contentment,1,1-4
zh,infant in a manger,contentment,1,1-4
zh,infant in swaddling clothes,contentment,1,1-4
zh,infant lying on the ground,contentment,1,1-4
zh,infants,contentment,1,1-4
zh,infinity shape,awe,1,1-4
zh,ink,awe,1,1-4
zh,ink and color on paper,amusement,1,1-4
zh,ink and color on paper,something else,1,1-4
zh,ink and color on silk,awe,1,1-4
zh,ink and color on silk,excitement,1,1-4
zh,ink and color wash,something else,1,1-4
zh,ink and pigment on paper,disgust,1,1-4
zh,ink and wash,awe,1,1-4
zh,ink and wash,something else,1,1-4
zh,ink and wash on silk,awe,1,1-4
zh,ink and wash on silk,sadness,1,1-4
zh,ink and wash on silk,something else,1,1-4
zh,ink and wash painting,excitement,1,1-4
zh,ink bamboo motif,disgust,1,1-4
zh,ink black,excitement,1,1-4
zh,ink brushwork,disgust,1,1-4
zh,ink calligraphy inscriptions,fear,1,1-4
zh,ink dotting,contentment,1,1-4
zh,ink inscription,contentment,1,1-4
zh,ink inscription,disgust,1,1-4
zh,ink inscriptions,disgust,1,1-4
zh,ink line drawing,amusement,1,1-4
zh,ink line drawing,contentment,1,1-4
zh,ink line drawing,disgust,1,1-4
zh,ink line drawing,sadness,1,1-4
zh,ink line work,contentment,1,1-4
zh,ink monochrome,contentment,1,1-4
zh,ink monochrome,disgust,1,1-4
zh,ink on paper,sadness,1,1-4
zh,ink on paper,something else,1,1-4
zh,ink on textile,fear,1,1-4
zh,ink orchid motif,disgust,1,1-4
zh,ink outline,fear,1,1-4
zh,ink outline,sadness,1,1-4
zh,ink outline drawing,contentment,1,1-4
zh,ink outlines,anger,1,1-4
zh,ink outlines,awe,1,1-4
zh,ink outlines,disgust,1,1-4
zh,ink outlines,sadness,1,1-4
zh,ink signature,contentment,1,1-4
zh,ink splatters,disgust,1,1-4
zh,ink splatters,fear,1,1-4
zh,ink wash,awe,1,1-4
zh,ink wash,something else,1,1-4
zh,ink wash black,contentment,1,1-4
zh,ink wash grays,contentment,1,1-4
zh,ink wash grey,awe,1,1-4
zh,ink wash grey,contentment,1,1-4
zh,ink wash landscape,disgust,1,1-4
zh,ink wash on silk,fear,1,1-4
zh,ink wash painting,excitement,1,1-4
zh,ink wash painting style,disgust,1,1-4
zh,ink wash shading,disgust,1,1-4
zh,ink wash style,disgust,1,1-4
zh,ink wash technique,disgust,1,1-4
zh,ink wash texture,fear,1,1-4
zh,ink wash tones,disgust,1,1-4
zh,ink wash tones,sadness,1,1-4
zh,inkstone,disgust,1,1-4
